episode,winner,left_Fire_vizard,left_Lightning_Mage,left_Wanderer_Magician,right_Fire_vizard,right_Lightning_Mage,right_Wanderer_Magician
296,Left Team Wins!,8,13,4,10,9,6
297,Left Team Wins!,8,13,2,6,10,6
298,Right Team Wins!,7,11,13,8,13,10
299,Draw!,13,13,10,11,12,13
300,Left Team Wins!,11,10,4,6,7,12
301,Right Team Wins!,8,6,11,6,12,7
302,Left Team Wins!,16,8,11,13,11,12
303,Draw!,17,8,11,13,14,8
304,Left Team Wins!,14,5,9,12,6,11
305,Right Team Wins!,6,11,19,13,13,10
306,Left Team Wins!,8,11,11,9,7,14
307,Left Team Wins!,11,10,12,10,15,8
308,Left Team Wins!,10,5,16,5,16,9
309,Draw!,17,5,13,6,13,17
310,Right Team Wins!,10,9,8,9,11,7
311,Draw!,14,7,15,17,5,14
312,Right Team Wins!,8,7,14,13,11,5
313,Right Team Wins!,17,6,7,8,8,14
314,Right Team Wins!,15,5,12,7,16,8
315,Right Team Wins!,11,5,6,5,11,6
316,Right Team Wins!,10,11,15,14,8,14
317,Right Team Wins!,9,6,16,10,12,9
318,Draw!,15,1,20,13,8,15
319,Left Team Wins!,13,5,10,10,7,11
320,Draw!,15,5,16,15,11,10
321,Draw!,14,4,17,8,15,13
322,Right Team Wins!,12,5,19,10,6,17
323,Draw!,14,11,11,13,13,10
324,Left Team Wins!,14,2,11,13,5,9
325,Right Team Wins!,15,4,8,8,10,9
326,Right Team Wins!,14,7,8,6,12,11
327,Draw!,26,5,5,15,10,11
328,Left Team Wins!,15,3,9,13,5,9
329,Right Team Wins!,13,6,5,8,9,7
330,Draw!,20,7,8,14,6,16
331,Right Team Wins!,10,11,5,7,7,12
332,Draw!,19,11,6,9,11,15
333,Right Team Wins!,14,6,3,8,9,6
334,Left Team Wins!,15,6,14,12,9,15
335,Draw!,16,10,10,13,10,13
336,Right Team Wins!,8,16,10,10,13,10
337,Right Team Wins!,8,11,9,8,9,11
338,Right Team Wins!,10,13,7,8,11,11
339,Draw!,2,14,20,15,12,8
340,Draw!,4,10,22,16,8,12
341,Draw!,4,15,17,14,8,14
342,Draw!,2,15,18,18,4,13
343,Left Team Wins!,3,8,25,18,12,6
344,Draw!,11,13,12,15,10,11
345,Left Team Wins!,8,5,18,13,12,6
346,Left Team Wins!,7,6,17,9,8,14
347,Left Team Wins!,8,8,15,10,9,12
348,Left Team Wins!,11,5,17,10,15,10
349,Left Team Wins!,12,8,11,6,13,11
350,Draw!,8,14,14,9,11,16
351,Left Team Wins!,9,5,15,14,7,8
352,Left Team Wins!,8,11,13,9,14,9
353,Right Team Wins!,7,13,6,12,7,7
354,Left Team Wins!,10,6,14,13,8,8
355,Left Team Wins!,8,5,10,12,6,5
356,Left Team Wins!,7,6,11,9,7,8
357,Draw!,7,15,14,12,10,14
358,Right Team Wins!,10,7,11,8,11,9
359,Left Team Wins!,6,9,19,9,13,12
360,Right Team Wins!,6,11,13,10,8,13
361,Right Team Wins!,12,14,9,8,15,12
362,Right Team Wins!,9,15,7,9,11,11
363,Left Team Wins!,9,10,16,13,11,12
364,Left Team Wins!,10,10,12,11,12,9
365,Left Team Wins!,8,9,19,12,13,11
366,Right Team Wins!,7,16,8,6,14,11
367,Left Team Wins!,6,8,17,8,9,13
368,Right Team Wins!,8,17,7,10,17,5
369,Left Team Wins!,8,7,21,15,9,11
370,Left Team Wins!,3,6,18,12,6,9
371,Right Team Wins!,9,18,9,9,13,14
372,Right Team Wins!,14,7,10,10,9,12
373,Draw!,11,10,15,15,11,10
374,Draw!,7,10,19,12,13,11
375,Left Team Wins!,3,10,18,8,9,14
376,Right Team Wins!,10,17,8,14,10,12
377,Draw!,10,7,19,11,14,11
378,Left Team Wins!,6,4,24,8,14,12
379,Draw!,8,8,20,9,12,14
380,Left Team Wins!,11,0,19,11,8,14
381,Draw!,15,7,13,13,8,14
382,Draw!,13,8,15,10,13,13
383,Right Team Wins!,10,8,11,11,6,12
384,Left Team Wins!,9,9,11,13,7,9
385,Left Team Wins!,10,9,14,6,9,18
386,Left Team Wins!,9,6,7,8,8,6
387,Left Team Wins!,10,11,11,13,8,11
388,Left Team Wins!,13,13,9,13,14,9
389,Left Team Wins!,3,18,15,13,12,11
390,Right Team Wins!,6,14,14,13,9,12
391,Draw!,7,21,8,5,14,17
392,Right Team Wins!,7,11,11,7,10,12
393,Right Team Wins!,3,16,9,14,8,6
394,Left Team Wins!,4,11,11,14,10,2
395,Draw!,6,15,15,12,10,14
396,Left Team Wins!,7,13,16,9,16,11
397,Left Team Wins!,1,10,12,6,10,7
398,Right Team Wins!,3,11,4,6,9,3
399,Right Team Wins!,7,20,9,10,15,11
400,Draw!,14,12,10,12,13,11
401,Right Team Wins!,14,12,9,8,13,15
402,Right Team Wins!,14,9,9,12,12,8
403,Left Team Wins!,5,17,12,8,16,10
404,Draw!,13,15,8,15,12,9
405,Right Team Wins!,15,8,11,8,11,15
406,Draw!,16,13,7,15,10,11
407,Right Team Wins!,11,7,10,8,9,12
408,Left Team Wins!,9,7,7,5,14,3
409,Draw!,17,8,10,10,11,15
410,Right Team Wins!,16,6,6,8,11,9
411,Left Team Wins!,9,8,11,14,8,6
412,Right Team Wins!,10,4,15,8,8,13
413,Right Team Wins!,9,5,5,5,9,6
414,Left Team Wins!,15,10,9,18,11,5
415,Left Team Wins!,10,14,11,10,14,12
416,Left Team Wins!,6,9,13,9,6,13
417,Left Team Wins!,5,9,11,7,10,8
418,Left Team Wins!,9,9,11,16,7,6
419,Draw!,7,17,12,10,7,19
420,Left Team Wins!,7,13,7,6,12,9
421,Draw!,4,18,14,12,10,14
422,Draw!,11,11,14,15,8,12
423,Left Team Wins!,8,12,13,14,10,9
424,Left Team Wins!,5,13,13,9,10,12
425,Left Team Wins!,7,9,8,11,8,5
426,Draw!,10,15,11,12,8,15
427,Right Team Wins!,19,7,7,15,10,8
428,Left Team Wins!,3,10,10,8,11,4
429,Draw!,4,16,16,12,16,8
430,Right Team Wins!,9,9,8,10,11,5
431,Draw!,7,11,18,15,8,13
432,Right Team Wins!,9,6,11,5,11,10
433,Draw!,7,12,16,11,9,16
434,Right Team Wins!,8,8,16,16,11,5
435,Draw!,9,11,15,11,5,20
436,Right Team Wins!,11,5,15,14,9,8
437,Right Team Wins!,4,9,16,8,11,10
438,Right Team Wins!,11,16,9,14,7,14
439,Right Team Wins!,11,15,10,14,14,8
440,Left Team Wins!,11,9,11,9,7,15
441,Right Team Wins!,10,12,10,10,9,13
442,Left Team Wins!,9,13,11,12,10,11
443,Right Team Wins!,10,11,6,7,13,7
444,Left Team Wins!,10,15,8,11,14,8
445,Right Team Wins!,9,15,12,14,9,13
446,Left Team Wins!,11,7,4,12,6,4
447,Right Team Wins!,14,7,7,9,8,11
448,Right Team Wins!,13,10,7,7,15,8
449,Right Team Wins!,15,5,8,8,12,8
450,Right Team Wins!,12,9,6,10,9,8
451,Right Team Wins!,14,11,5,13,9,8
452,Right Team Wins!,9,12,3,8,8,8
453,Left Team Wins!,10,13,8,10,10,10
454,Left Team Wins!,9,15,8,8,14,9
455,Right Team Wins!,9,10,9,3,9,16
456,Draw!,10,13,13,9,17,10
457,Left Team Wins!,8,12,11,12,12,7
458,Draw!,10,13,13,16,13,7
459,Right Team Wins!,9,14,12,13,9,13
460,Left Team Wins!,6,17,8,15,6,10
461,Right Team Wins!,9,17,10,14,7,15
462,Left Team Wins!,8,11,12,5,14,11
463,Right Team Wins!,7,12,7,5,11,10
464,Right Team Wins!,5,7,9,7,10,4
465,Left Team Wins!,12,9,13,10,8,16
466,Draw!,19,5,11,11,12,13
467,Right Team Wins!,8,7,10,8,9,9
468,Left Team Wins!,11,6,14,14,8,9
469,Left Team Wins!,15,8,10,10,13,10
470,Left Team Wins!,16,3,17,12,11,12
471,Right Team Wins!,17,10,8,10,13,12
472,Left Team Wins!,11,8,10,16,7,6
473,Right Team Wins!,9,11,6,10,10,6
474,Right Team Wins!,7,12,6,9,6,10
475,Right Team Wins!,10,13,12,12,11,12
476,Right Team Wins!,6,10,7,6,10,7
477,Left Team Wins!,17,12,6,14,8,14
478,Draw!,16,14,6,8,10,17
479,Right Team Wins!,9,10,9,11,9,9
480,Left Team Wins!,12,7,10,10,8,11
481,Left Team Wins!,14,7,7,10,5,13
482,Left Team Wins!,15,8,6,9,10,10
483,Left Team Wins!,8,17,7,13,5,14
484,Right Team Wins!,2,17,9,9,11,7
485,Left Team Wins!,12,17,7,12,15,8
486,Right Team Wins!,4,16,6,7,14,5
487,Left Team Wins!,6,11,5,5,13,4
488,Left Team Wins!,6,18,9,8,9,16
489,Right Team Wins!,1,23,8,11,12,9
490,Right Team Wins!,1,30,2,9,14,10
491,Right Team Wins!,7,24,5,13,15,8
492,Draw!,9,21,6,9,13,13
493,Draw!,17,12,7,12,14,10
494,Right Team Wins!,6,15,1,4,8,10
495,Left Team Wins!,12,12,12,13,8,14
496,Left Team Wins!,5,13,14,10,11,11
497,Left Team Wins!,6,10,13,12,8,9
498,Left Team Wins!,9,10,10,10,9,10
499,Draw!,9,15,12,13,10,13
500,Left Team Wins!,9,6,12,9,10,8
501,Left Team Wins!,6,8,15,9,15,5
502,Left Team Wins!,7,7,13,10,8,9
503,Right Team Wins!,6,21,8,10,11,15
504,Right Team Wins!,8,14,8,9,12,9
505,Right Team Wins!,3,18,9,8,14,8
506,Left Team Wins!,0,14,22,12,13,10
507,Left Team Wins!,1,15,14,12,10,8
508,Left Team Wins!,6,6,13,3,10,12
509,Draw!,8,13,15,7,11,17
510,Right Team Wins!,2,19,12,8,12,13
511,Draw!,7,13,16,18,7,11
512,Left Team Wins!,6,8,17,15,6,10
513,Draw!,8,14,14,7,17,12
514,Right Team Wins!,3,19,14,10,14,12
515,Left Team Wins!,1,12,14,10,9,8
516,Left Team Wins!,4,7,14,10,8,7
517,Draw!,3,15,18,13,10,13
518,Left Team Wins!,1,12,21,9,14,13
519,Left Team Wins!,2,16,17,13,15,8
520,Left Team Wins!,1,16,15,10,10,12
521,Left Team Wins!,1,12,15,12,6,9
522,Left Team Wins!,1,20,10,11,7,13
523,Left Team Wins!,2,16,13,11,10,10
524,Right Team Wins!,0,22,7,6,16,7
525,Right Team Wins!,1,26,7,7,18,9
526,Left Team Wins!,3,19,13,16,9,11
527,Right Team Wins!,0,17,12,11,9,9
528,Draw!,4,20,12,11,12,13
529,Left Team Wins!,0,10,11,8,4,8
530,Draw!,2,24,10,10,12,14
531,Left Team Wins!,3,19,14,11,11,14
532,Left Team Wins!,1,16,9,6,11,9
533,Right Team Wins!,2,15,8,7,10,8
534,Draw!,2,18,16,10,11,15
535,Left Team Wins!,3,17,9,13,6,10
536,Right Team Wins!,7,12,14,9,10,14
537,Right Team Wins!,5,13,8,11,8,7
538,Left Team Wins!,4,15,13,14,7,11
539,Left Team Wins!,6,15,11,19,5,8
540,Draw!,8,12,16,12,9,15
541,Right Team Wins!,7,13,9,7,12,10
542,Left Team Wins!,2,16,9,8,9,10
543,Draw!,3,23,10,15,9,11
544,Left Team Wins!,3,13,6,6,9,7
545,Right Team Wins!,8,10,7,5,11,9
546,Left Team Wins!,4,16,6,8,9,9
547,Left Team Wins!,2,16,7,8,11,6
548,Left Team Wins!,3,8,9,11,4,5
549,Left Team Wins!,2,14,7,9,7,7
550,Left Team Wins!,3,9,7,4,11,4
551,Left Team Wins!,3,15,13,7,10,14
552,Left Team Wins!,4,10,14,18,6,4
553,Right Team Wins!,9,8,15,10,8,14
554,Right Team Wins!,10,9,13,5,13,14
555,Draw!,8,10,17,14,12,9
556,Draw!,9,14,13,15,7,14
557,Right Team Wins!,10,6,19,9,14,12
558,Draw!,3,13,20,12,10,13
559,Right Team Wins!,6,8,14,6,13,9
560,Draw!,6,7,23,8,12,16
561,Left Team Wins!,2,15,11,10,5,13
562,Right Team Wins!,10,11,15,13,14,9
563,Left Team Wins!,3,12,10,5,11,9
564,Draw!,9,6,20,12,9,15
565,Left Team Wins!,2,12,14,9,8,11
566,Right Team Wins!,9,5,21,14,8,13
567,Left Team Wins!,4,15,17,10,14,12
568,Draw!,9,12,14,13,12,11
569,Left Team Wins!,4,12,20,12,11,13
570,Right Team Wins!,7,8,12,12,10,5
571,Draw!,6,7,23,12,9,14
572,Right Team Wins!,8,6,19,12,9,12
573,Draw!,4,11,21,7,11,17
574,Draw!,4,8,23,9,12,15
575,Draw!,5,5,26,9,15,12
576,Left Team Wins!,6,10,13,11,10,8
577,Left Team Wins!,9,7,15,10,9,11
578,Left Team Wins!,6,6,8,7,8,5
579,Left Team Wins!,7,8,8,7,10,6
580,Left Team Wins!,12,8,7,11,7,9
581,Left Team Wins!,8,10,8,12,7,7
582,Right Team Wins!,4,9,18,8,13,9
583,Left Team Wins!,8,10,13,13,8,10
584,Left Team Wins!,6,17,13,7,15,14
585,Left Team Wins!,6,13,17,7,13,16
586,Draw!,0,16,20,10,9,17
587,Left Team Wins!,3,14,15,8,9,15
588,Draw!,3,18,14,15,11,10
589,Left Team Wins!,2,14,19,13,7,16
590,Right Team Wins!,8,6,22,11,8,12
591,Left Team Wins!,5,9,15,11,12,6
592,Left Team Wins!,4,14,15,8,11,14
593,Draw!,7,6,23,14,11,11
594,Right Team Wins!,4,10,22,5,13,17
595,Right Team Wins!,8,9,17,10,11,13
596,Left Team Wins!,10,8,13,10,13,8
597,Right Team Wins!,9,4,15,11,8,9
598,Left Team Wins!,9,12,9,8,11,11
599,Draw!,8,5,23,16,9,10
600,Left Team Wins!,13,7,8,8,11,9
601,Draw!,8,8,19,10,11,15
602,Right Team Wins!,6,7,21,11,15,8
603,Left Team Wins!,11,7,7,8,7,10
604,Draw!,6,10,20,17,10,9
605,Right Team Wins!,4,9,13,11,9,6
606,Left Team Wins!,6,8,8,7,9,6
607,Draw!,14,4,18,12,13,10
608,Right Team Wins!,17,2,12,3,15,12
609,Draw!,14,5,17,9,19,8
610,Draw!,17,6,13,12,13,11
611,Draw!,17,3,16,12,11,13
612,Draw!,16,0,20,8,11,16
613,Right Team Wins!,18,3,15,16,10,10
614,Draw!,22,4,10,15,8,13
615,Right Team Wins!,16,3,15,15,10,9
616,Right Team Wins!,13,5,11,9,11,9
617,Right Team Wins!,15,3,14,10,11,11
618,Right Team Wins!,9,7,5,6,9,6
619,Right Team Wins!,11,6,13,13,9,8
620,Right Team Wins!,19,4,10,9,11,13
621,Right Team Wins!,14,6,11,10,11,10
622,Right Team Wins!,18,3,12,7,8,17
623,Draw!,17,3,15,12,13,10
624,Right Team Wins!,18,3,14,12,7,16
625,Left Team Wins!,9,5,18,11,12,13
626,Left Team Wins!,10,6,20,12,12,12
627,Left Team Wins!,10,8,18,14,12,10
628,Draw!,20,4,12,10,12,14
629,Right Team Wins!,20,4,8,14,7,11
630,Left Team Wins!,9,5,14,12,7,9
631,Right Team Wins!,13,5,11,9,9,11
632,Right Team Wins!,9,7,7,4,9,9
633,Left Team Wins!,11,7,14,15,6,10
634,Draw!,11,14,11,14,10,11
635,Right Team Wins!,13,10,11,11,11,12
636,Left Team Wins!,6,13,13,15,10,7
637,Right Team Wins!,16,11,7,11,8,15
638,Right Team Wins!,15,8,9,13,12,7
639,Right Team Wins!,13,11,6,11,6,13
640,Right Team Wins!,14,10,6,7,6,17
641,Left Team Wins!,11,7,13,11,12,9
642,Left Team Wins!,9,7,12,12,4,12
643,Right Team Wins!,19,7,3,10,11,8
644,Right Team Wins!,20,5,5,8,9,13
645,Right Team Wins!,23,2,4,9,10,10
646,Right Team Wins!,20,2,6,7,12,10
647,Left Team Wins!,23,5,8,10,14,12
648,Draw!,18,3,15,11,15,10
649,Right Team Wins!,15,0,6,4,13,4
650,Right Team Wins!,21,1,13,11,11,13
651,Draw!,12,1,23,13,11,12
652,Draw!,17,2,17,13,7,16
653,Draw!,18,1,17,14,10,12
654,Draw!,17,0,19,12,13,11
655,Draw!,16,0,20,11,15,10
656,Draw!,20,0,16,12,12,12
657,Right Team Wins!,11,3,15,6,11,12
658,Draw!,14,0,22,10,13,13
659,Draw!,7,0,29,13,9,13
660,Right Team Wins!,8,2,20,10,10,10
661,Draw!,12,1,23,13,14,9
662,Draw!,13,0,23,11,12,12
663,Right Team Wins!,5,0,27,13,7,8
664,Right Team Wins!,6,4,26,12,7,13
665,Draw!,9,6,21,10,13,13
666,Draw!,8,5,23,10,13,13
667,Draw!,7,3,26,18,9,8
668,Draw!,12,1,23,13,8,15
669,Left Team Wins!,12,1,20,16,11,9
670,Draw!,8,8,19,12,10,14
671,Left Team Wins!,7,5,20,10,11,14
672,Draw!,6,7,22,11,11,14
673,Right Team Wins!,6,9,8,8,9,6
674,Right Team Wins!,8,5,23,9,11,15
675,Draw!,12,2,22,10,13,13
676,Right Team Wins!,9,2,24,11,16,8
677,Draw!,8,3,25,15,11,10
678,Right Team Wins!,8,3,25,9,11,16
679,Draw!,10,5,20,9,12,15
680,Draw!,10,2,24,13,11,12
681,Right Team Wins!,12,3,16,8,14,9
682,Left Team Wins!,11,5,15,13,9,9
683,Right Team Wins!,7,5,24,9,16,11
684,Draw!,13,4,19,9,11,15
685,Draw!,11,7,18,14,14,8
686,Right Team Wins!,11,10,15,14,8,14
687,Right Team Wins!,8,9,18,13,9,13
688,Left Team Wins!,6,9,16,6,12,13
689,Left Team Wins!,13,5,17,12,14,10
690,Draw!,9,13,14,16,8,12
691,Left Team Wins!,9,8,18,9,15,12
692,Draw!,7,10,18,9,11,16
693,Left Team Wins!,12,8,16,15,12,9
694,Left Team Wins!,7,7,16,12,10,8
695,Draw!,4,11,21,12,11,13
696,Right Team Wins!,6,15,12,9,11,13
697,Left Team Wins!,3,8,14,10,6,8
698,Left Team Wins!,6,7,21,10,11,14
699,Right Team Wins!,6,19,8,10,12,11
700,Left Team Wins!,5,5,22,14,8,11
701,Left Team Wins!,10,5,17,10,12,10
702,Draw!,15,3,18,9,10,16
703,Draw!,14,4,17,9,12,15
704,Right Team Wins!,10,5,7,6,9,7
705,Draw!,16,5,14,11,11,14
706,Right Team Wins!,11,5,7,15,6,2
707,Left Team Wins!,15,3,13,13,9,8
708,Left Team Wins!,13,7,16,9,16,11
709,Draw!,7,11,18,13,10,12
710,Left Team Wins!,11,3,12,8,12,6
711,Right Team Wins!,12,4,9,7,7,11
712,Right Team Wins!,7,11,8,11,9,6
713,Right Team Wins!,10,9,15,11,13,10
714,Left Team Wins!,10,7,15,14,13,5
715,Left Team Wins!,18,3,15,14,12,9
716,Right Team Wins!,12,7,10,14,9,6
717,Left Team Wins!,11,4,17,9,13,10
718,Left Team Wins!,11,8,16,8,13,14
719,Right Team Wins!,7,14,15,11,15,10
720,Draw!,13,9,14,9,14,12
721,Draw!,5,11,20,11,11,13
722,Left Team Wins!,6,12,17,17,8,11
723,Right Team Wins!,8,8,15,9,10,12
724,Left Team Wins!,4,10,22,18,4,14
725,Left Team Wins!,7,6,19,14,11,9
726,Left Team Wins!,6,9,18,15,6,12
727,Left Team Wins!,5,11,13,10,9,10
728,Right Team Wins!,5,12,14,9,13,9
729,Draw!,9,13,13,11,12,13
730,Left Team Wins!,6,13,13,7,13,12
731,Left Team Wins!,11,8,16,16,7,12
732,Draw!,3,17,15,11,12,12
733,Right Team Wins!,7,14,12,9,14,9
734,Left Team Wins!,2,13,9,9,8,7
735,Left Team Wins!,3,18,8,10,6,13
736,Right Team Wins!,2,12,13,4,10,13
737,Draw!,3,25,8,12,9,15
738,Left Team Wins!,2,13,9,9,8,7
739,Right Team Wins!,3,11,14,9,11,8
740,Left Team Wins!,5,13,9,9,11,6
741,Right Team Wins!,4,21,8,8,13,12
742,Left Team Wins!,4,15,9,9,9,10
743,Left Team Wins!,6,14,14,9,13,12
744,Right Team Wins!,7,15,14,12,12,12
745,Left Team Wins!,5,16,14,9,16,11
746,Right Team Wins!,8,14,11,8,13,11
747,Left Team Wins!,6,9,15,12,7,11
748,Draw!,5,18,13,10,15,11
749,Left Team Wins!,3,14,19,14,12,10
750,Draw!,4,17,15,11,13,12
751,Left Team Wins!,0,10,18,10,8,10
752,Left Team Wins!,2,15,13,9,10,11
753,Left Team Wins!,0,14,14,10,6,12
754,Left Team Wins!,0,20,12,12,11,9
755,Left Team Wins!,1,11,13,7,12,6
756,Left Team Wins!,0,13,14,9,9,9
757,Right Team Wins!,8,15,11,16,9,9
758,Draw!,8,20,8,12,9,15
759,Right Team Wins!,5,20,5,4,17,9
760,Left Team Wins!,5,12,8,7,8,10
761,Right Team Wins!,9,14,6,9,10,10
762,Left Team Wins!,2,13,8,7,9,7
763,Right Team Wins!,4,7,12,11,6,6
764,Left Team Wins!,8,13,11,9,11,11
765,Left Team Wins!,7,14,8,11,10,8
766,Left Team Wins!,8,16,6,9,10,11
767,Right Team Wins!,7,6,12,9,11,5
768,Right Team Wins!,7,9,13,13,7,9
769,Left Team Wins!,2,12,10,6,10,8
770,Draw!,6,15,15,13,12,10
771,Draw!,11,19,6,11,10,15
772,Right Team Wins!,7,7,14,6,15,7
773,Right Team Wins!,8,5,9,5,12,5
774,Right Team Wins!,10,11,13,10,14,10
775,Right Team Wins!,9,10,16,16,11,9
776,Left Team Wins!,10,11,4,9,7,9
777,Left Team Wins!,6,14,5,11,8,6
778,Right Team Wins!,12,8,5,10,8,7
779,Right Team Wins!,9,6,7,6,12,4
780,Draw!,19,9,8,17,7,12
781,Right Team Wins!,16,6,8,7,9,14
782,Right Team Wins!,13,10,11,8,14,12
783,Right Team Wins!,9,12,13,12,9,13
784,Draw!,19,7,10,13,7,15
785,Right Team Wins!,10,12,5,6,9,12
786,Draw!,8,19,9,15,7,14
787,Right Team Wins!,12,10,4,7,8,11
788,Right Team Wins!,16,7,8,9,13,9
789,Right Team Wins!,11,6,5,8,6,8
790,Right Team Wins!,10,11,4,8,9,8
791,Left Team Wins!,9,13,8,9,8,13
792,Right Team Wins!,12,6,2,7,5,8
793,Right Team Wins!,17,6,7,10,9,11
794,Draw!,18,11,7,14,7,14
795,Left Team Wins!,7,12,8,6,11,10
796,Left Team Wins!,11,10,6,7,10,10
797,Right Team Wins!,16,6,8,5,9,15
798,Draw!,10,20,6,11,8,17
799,Left Team Wins!,8,9,5,11,6,5
800,Right Team Wins!,13,9,4,8,7,11
801,Draw!,12,13,11,15,8,13
802,Draw!,16,8,12,8,11,17
803,Left Team Wins!,9,6,6,8,7,6
804,Left Team Wins!,7,17,5,7,10,12
805,Left Team Wins!,6,13,8,9,9,8
806,Left Team Wins!,10,17,9,10,12,14
807,Left Team Wins!,9,13,6,9,8,10
808,Right Team Wins!,2,11,20,10,14,8
809,Left Team Wins!,12,15,7,8,12,14
810,Right Team Wins!,6,3,14,9,10,4
811,Draw!,7,11,18,12,10,14
812,Draw!,5,16,15,17,8,10
813,Draw!,7,8,21,12,11,13
814,Right Team Wins!,7,7,22,10,13,12
815,Draw!,13,6,17,10,12,14
816,Left Team Wins!,9,11,4,8,10,5
817,Left Team Wins!,7,11,6,11,4,9
818,Left Team Wins!,5,14,7,10,8,8
819,Right Team Wins!,7,6,22,11,6,15
820,Right Team Wins!,4,9,19,8,15,9
821,Draw!,7,14,15,11,9,16
822,Draw!,12,15,8,14,7,15
823,Left Team Wins!,8,9,4,5,10,5
824,Left Team Wins!,10,11,6,7,10,10
825,Left Team Wins!,12,13,6,13,8,10
826,Left Team Wins!,11,13,9,13,15,5
827,Right Team Wins!,14,3,10,6,13,8
828,Right Team Wins!,14,3,18,9,13,13
829,Left Team Wins!,14,9,13,13,10,13
830,Left Team Wins!,6,15,14,14,9,12
831,Left Team Wins!,9,9,10,13,7,8
832,Draw!,12,9,15,13,11,12
833,Left Team Wins!,11,10,10,8,13,10
834,Left Team Wins!,8,12,9,7,10,12
835,Left Team Wins!,10,10,9,14,9,6
836,Left Team Wins!,6,10,11,9,11,7
837,Left Team Wins!,11,7,17,14,7,14
838,Left Team Wins!,10,5,8,8,7,7
839,Left Team Wins!,8,8,7,3,13,7
840,Draw!,8,11,17,12,10,14
841,Draw!,5,10,21,8,16,12
842,Draw!,10,5,21,9,15,12
843,Left Team Wins!,7,9,12,9,11,8
844,Draw!,4,6,26,13,10,13
845,Draw!,5,10,21,5,11,20
846,Left Team Wins!,8,9,13,10,10,10
847,Draw!,7,12,16,10,12,14
848,Draw!,7,13,16,14,9,12
849,Left Team Wins!,14,11,8,12,12,9
850,Draw!,12,4,20,10,11,15
851,Right Team Wins!,6,13,13,9,15,8
852,Right Team Wins!,9,3,17,6,9,13
853,Left Team Wins!,6,13,11,12,10,8
854,Right Team Wins!,10,2,23,20,6,9
855,Right Team Wins!,10,2,18,8,9,11
856,Left Team Wins!,15,8,10,10,13,10
857,Left Team Wins!,13,7,5,10,10,5
858,Right Team Wins!,15,4,17,15,8,13
859,Right Team Wins!,16,4,6,11,8,7
860,Draw!,16,9,11,11,10,15
861,Right Team Wins!,13,6,13,13,11,8
862,Left Team Wins!,14,12,10,9,10,16
863,Right Team Wins!,9,12,13,14,11,10
864,Left Team Wins!,13,10,7,8,11,11
865,Right Team Wins!,13,1,11,9,7,9
866,Right Team Wins!,4,10,12,5,9,12
867,Left Team Wins!,6,12,10,8,13,7
868,Left Team Wins!,10,9,8,6,17,4
869,Left Team Wins!,8,7,13,9,11,8
870,Left Team Wins!,8,17,11,11,8,17
871,Left Team Wins!,8,11,13,10,9,13
872,Draw!,9,13,14,11,9,16
873,Left Team Wins!,9,11,15,13,12,11
874,Draw!,9,15,12,12,9,15
875,Draw!,7,10,19,8,13,14
876,Left Team Wins!,6,5,17,8,13,7
877,Right Team Wins!,12,13,10,13,13,10
878,Right Team Wins!,10,12,9,8,11,12
879,Right Team Wins!,13,8,2,7,9,7
880,Draw!,16,4,16,12,10,13
881,Left Team Wins!,8,9,17,14,12,8
882,Left Team Wins!,13,4,15,15,9,8
883,Right Team Wins!,11,11,4,12,3,11
884,Right Team Wins!,7,10,8,8,8,9
885,Left Team Wins!,9,11,16,13,11,12
886,Left Team Wins!,11,10,12,14,11,8
887,Right Team Wins!,5,13,17,12,14,10
888,Draw!,7,12,17,13,14,8
889,Draw!,3,12,21,12,14,10
890,Draw!,6,12,17,14,10,12
891,Left Team Wins!,5,11,16,10,10,12
892,Right Team Wins!,2,8,15,7,11,7
893,Left Team Wins!,6,11,10,8,12,7
894,Draw!,3,13,20,9,13,13
895,Right Team Wins!,7,10,18,10,14,11
896,Right Team Wins!,6,13,16,10,15,11
897,Left Team Wins!,10,14,9,9,14,10
898,Draw!,12,5,18,9,12,14
899,Left Team Wins!,7,12,11,7,12,10
900,Draw!,10,6,19,18,9,9
901,Left Team Wins!,8,9,10,12,7,7
902,Right Team Wins!,10,7,14,6,18,7
903,Draw!,11,8,16,6,12,18
904,Left Team Wins!,10,5,16,11,12,7
905,Left Team Wins!,12,6,18,17,8,11
906,Right Team Wins!,8,10,17,14,10,11
907,Left Team Wins!,19,4,12,14,12,9
908,Left Team Wins!,10,11,14,14,12,8
909,Draw!,7,8,21,13,10,13
910,Right Team Wins!,4,8,18,7,9,13
911,Left Team Wins!,12,6,4,6,10,6
912,Right Team Wins!,10,8,18,17,10,9
913,Draw!,6,18,11,10,13,13
914,Left Team Wins!,5,16,10,11,13,7
915,Left Team Wins!,6,18,9,11,9,13
916,Draw!,4,15,17,14,9,13
917,Left Team Wins!,6,17,11,12,12,10
918,Right Team Wins!,4,11,9,10,6,8
919,Left Team Wins!,8,8,9,8,8,9
920,Left Team Wins!,5,12,19,11,11,14
921,Draw!,9,13,14,17,12,6
922,Draw!,4,12,19,11,11,14
923,Right Team Wins!,4,11,19,8,10,15
924,Right Team Wins!,6,9,16,5,13,13
925,Draw!,5,10,20,9,10,16
926,Right Team Wins!,3,9,24,14,15,7
927,Left Team Wins!,4,14,10,7,14,7
928,Left Team Wins!,8,13,15,17,8,11
